,,"45,041","34,44,81,898","62,664",,,"5,004","2,43,71,541","5,050",,
city,campaignCode,responders,sales,bills,abv,amv,redeemers,redeemers_Sales,redeemers_Bills,redeemers_ABV,redeemers_AMV
BAREILLY,ALT_SBC_43,3,40021,3,13340,13340,0,0,0,0,0
BENGALURU,ALT_SBC_43,2,10950,2,5475,5475,0,0,0,0,0
DELHI,ALT_SBC_43,4,16883,4,4221,4221,0,0,0,0,0
MUMBAI,ALT_SBC_43,4,22989,6,3832,5747,0,0,0,0,0
KANPUR,ALT_SBC_43,4,24052,5,4810,6013,1,2399,1,2399,2399
PURI,ALT_SBC_43,1,2999,1,2999,2999,0,0,0,0,0
PANCHKULA,ALT_SBC_43,3,16882,3,5627,5627,0,0,0,0,0
NAGPUR,ALT_SBC_43,6,47079,9,5231,7846,2,7397,2,3698,3698
ASANSOL,ALT_SBC_43,1,17688,2,8844,17688,1,2098,1,2098,2098
PUNE,ALT_SBC_43,5,28967,6,4828,5793,0,0,0,0,0
JAMMU,ALT_SBC_43,1,599,1,599,599,0,0,0,0,0
DELHI,ALT_SBC_43,3,29850,3,9950,9950,0,0,0,0,0
SULTANPUR,ALT_SBC_43,3,18191,3,6064,6064,1,11197,1,11197,11197
SHAHJAHANPUR,ALT_SBC_43,1,9796,2,4898,9796,1,4198,1,4198,4198
KOTTAYAM,ALT_SBC_43,1,2199,1,2199,2199,0,0,0,0,0
KOTA,ALT_SBC_43,2,15641,2,7820,7820,1,8994,1,8994,8994
ETAH,ALT_SBC_43,2,6597,3,2199,3298,0,0,0,0,0
GHAZIABAD,ALT_SBC_43,3,12273,4,3068,4091,0,0,0,0,0
BENGALURU,ALT_SBC_43,3,49750,6,8292,16583,1,5335,2,2668,5335
BASTI,ALT_SBC_43,1,8693,1,8693,8693,0,0,0,0,0
JAIPUR,ALT_SBC_43,2,13392,2,6696,6696,0,0,0,0,0
JHANSI,ALT_SBC_43,1,2999,1,2999,2999,0,0,0,0,0
HYDERABAD,ALT_SBC_43,5,49459,5,9892,9892,1,11397,1,11397,11397
MUMBAI,ALT_SBC_43,3,26097,3,8699,8699,0,0,0,0,0
AIZAWL,ALT_SBC_43,1,2999,1,2999,2999,0,0,0,0,0
PUNE,ALT_SBC_43,2,34677,3,11559,17338,0,0,0,0,0
JAIPUR,ALT_SBC_43,1,5698,1,5698,5698,0,0,0,0,0
BATHINDA,ALT_SBC_43,1,10247,1,10247,10247,0,0,0,0,0
PUNE,ALT_SBC_43,5,36245,8,4531,7249,0,0,0,0,0
RAJKOT,ALT_SBC_43,6,56496,8,7062,9416,0,0,0,0,0
AHMEDABAD,ALT_SBC_43,1,6999,1,6999,6999,1,6999,1,6999,6999
PATNA,ALT_SBC_43,4,3158,7,451,790,0,0,0,0,0
ETAWAH,ALT_SBC_43,2,5398,2,2699,2699,0,0,0,0,0
JAIPUR,ALT_SBC_43,1,2399,1,2399,2399,1,2399,1,2399,2399
ROURKELA,ALT_SBC_43,3,21791,3,7264,7264,0,0,0,0,0
CHENNAI,ALT_SBC_43,2,9792,2,4896,4896,0,0,0,0,0
MUMBAI,ALT_SBC_43,6,56173,6,9362,9362,2,37579,2,18790,18790
BENGALURU,ALT_SBC_43,1,12190,1,12190,12190,0,0,0,0,0
MUMBAI,ALT_SBC_43,3,9644,4,2411,3215,0,0,0,0,0
BHILAI NAGAR,ALT_SBC_43,3,38167,4,9542,12722,0,0,0,0,0
SITAMARHI,ALT_SBC_43,1,6793,1,6793,6793,0,0,0,0,0
GANDHINAGAR,ALT_SBC_43,1,5098,1,5098,5098,0,0,0,0,0
GURUGRAM,ALT_SBC_43,5,76559,6,12760,15312,1,2799,1,2799,2799
BHUBANESWAR,ALT_SBC_43,5,67027,12,5586,13405,0,0,0,0,0
JAIPUR,ALT_SBC_43,1,2799,1,2799,2799,0,0,0,0,0
UDAIPUR,ALT_SBC_43,1,2799,1,2799,2799,0,0,0,0,0
MORADABAD,ALT_SBC_43,2,39682,3,13227,19841,0,0,0,0,0
KOCHI,ALT_SBC_43,1,9995,1,9995,9995,0,0,0,0,0
MUMBAI,ALT_SBC_43,1,6298,1,6298,6298,0,0,0,0,0
REWA,ALT_SBC_43,2,45675,3,15225,22838,0,0,0,0,0
INDORE,ALT_SBC_43,4,28884,7,4126,7221,0,0,0,0,0
MEERUT,ALT_SBC_43,1,6298,1,6298,6298,0,0,0,0,0
MOTIHARI,ALT_SBC_43,3,35344,4,8836,11781,0,0,0,0,0
BENGALURU,ALT_SBC_43,2,13690,2,6845,6845,0,0,0,0,0
MANGALURU,ALT_SBC_43,2,9797,2,4898,4898,0,0,0,0,0
BOKARO STEEL CITY,ALT_SBC_43,2,6597,2,3298,3298,0,0,0,0,0
GOA,ALT_SBC_43,2,16391,2,8196,8196,1,2599,1,2599,2599
KOLHAPUR,ALT_SBC_43,4,37122,5,7424,9280,1,12296,1,12296,12296
KORBA,ALT_SBC_43,1,9388,1,9388,9388,0,0,0,0,0
GUWAHATI,ALT_SBC_43,2,14582,4,3646,7291,1,599,1,599,599
GHAZIABAD,ALT_SBC_43,3,6296,3,2099,2099,1,1098,1,1098,1098
NANDED WAGHALA,ALT_SBC_43,5,55572,6,9262,11114,1,2998,1,2998,2998
LUCKNOW,ALT_SBC_43,4,82466,5,16493,20616,0,0,0,0,0
DARBHANGA,ALT_SBC_43,1,2595,1,2595,2595,0,0,0,0,0
DIMAPUR,ALT_SBC_43,1,27980,1,27980,27980,0,0,0,0,0
HYDERABAD,ALT_SBC_43,5,67160,8,8395,13432,1,2799,1,2799,2799
CHANDIGARH,ALT_SBC_43,2,15797,2,7898,7898,0,0,0,0,0
SALEM,ALT_SBC_43,1,6098,1,6098,6098,0,0,0,0,0
AGRA,ALT_SBC_43,4,26245,4,6561,6561,1,4916,1,4916,4916
SHILLONG,ALT_SBC_43,2,8838,2,4419,4419,0,0,0,0,0
KHAMMAM,ALT_SBC_43,1,4998,1,4998,4998,0,0,0,0,0
LAKHIMPUR KHERI,ALT_SBC_43,3,23992,6,3999,7997,1,3999,1,3999,3999
HYDERABAD,ALT_SBC_43,4,50347,5,10069,12587,0,0,0,0,0
GOA,ALT_SBC_43,3,13495,4,3374,4498,0,0,0,0,0
BENGALURU,ALT_SBC_43,2,9487,2,4744,4744,2,9487,2,4744,4744
PATNA,ALT_SBC_43,3,12392,3,4131,4131,0,0,0,0,0
CHENNAI,ALT_SBC_43,3,21223,4,5306,7074,0,0,0,0,0
GHAZIPUR,ALT_SBC_43,2,5894,2,2947,2947,1,1895,1,1895,1895
GURUGRAM,ALT_SBC_43,1,3499,1,3499,3499,0,0,0,0,0
RAIGARH,ALT_SBC_43,1,6498,1,6498,6498,0,0,0,0,0
BHOPAL,ALT_SBC_43,4,13292,4,3323,3323,2,6098,2,3049,3049
HISAR,ALT_SBC_43,1,3394,1,3394,3394,0,0,0,0,0
DELHI,ALT_SBC_43,4,41087,4,10272,10272,1,25998,1,25998,25998
HYDERABAD,ALT_SBC_43,4,43866,4,10966,10966,0,0,0,0,0
PUNE,ALT_SBC_43,2,10971,2,5486,5486,0,0,0,0,0
GWALIOR,ALT_SBC_43,2,14569,3,4856,7284,0,0,0,0,0
DELHI,ALT_SBC_43,2,20491,2,10246,10246,1,12994,1,12994,12994
DURGAPUR,ALT_SBC_43,1,8193,1,8193,8193,0,0,0,0,0
AHMEDABAD,ALT_SBC_43,4,24139,6,4023,6035,0,0,0,0,0
YAMUNANAGAR,ALT_SBC_43,1,6298,1,6298,6298,0,0,0,0,0
BHUBANESWAR,ALT_SBC_43,1,2299,1,2299,2299,0,0,0,0,0
MATHURA,ALT_SBC_43,3,21683,3,7228,7228,0,0,0,0,0
BHAGALPUR,ALT_SBC_43,1,2399,1,2399,2399,0,0,0,0,0
DELHI,ALT_SBC_43,2,4794,2,2397,2397,0,0,0,0,0
RAIPUR,ALT_SBC_43,1,9997,1,9997,9997,0,0,0,0,0
BARDHAMAN,ALT_SBC_43,1,3534,1,3534,3534,0,0,0,0,0
DELHI,ALT_SBC_43,2,15886,2,7943,7943,1,9294,1,9294,9294
MUMBAI,ALT_SBC_43,2,3792,2,1896,1896,0,0,0,0,0
THANE,ALT_SBC_43,2,25587,2,12794,12794,0,0,0,0,0
AZAMGARH,ALT_SBC_43,2,7397,2,3698,3698,0,0,0,0,0
BENGALURU,ALT_SBC_43,2,16746,2,8373,8373,0,0,0,0,0
GANGTOK,ALT_SBC_43,1,15185,1,15185,15185,0,0,0,0,0
JAGDALPUR,ALT_SBC_43,2,22587,2,11294,11294,0,0,0,0,0
GORAKHPUR,ALT_SBC_43,1,5998,2,2999,5998,0,0,0,0,0
LUDHIANA,ALT_SBC_43,1,7997,1,7997,7997,0,0,0,0,0
VARANASI,ALT_SBC_43,1,2799,1,2799,2799,0,0,0,0,0
BILASPUR,ALT_SBC_43,2,4794,2,2397,2397,1,3394,1,3394,3394
DELHI,ALT_SBC_43,2,11507,2,5754,5754,0,0,0,0,0
LUCKNOW,ALT_SBC_43,4,32557,5,6511,8139,2,19295,2,9648,9648
NOIDA,ALT_SBC_43,1,11292,2,5646,11292,1,2195,1,2195,2195
GHAZIABAD,ALT_SBC_43,4,20965,5,4193,5241,2,9793,2,4896,4896
GURUGRAM,ALT_SBC_43,1,3348,1,3348,3348,0,0,0,0,0
SONIPAT,ALT_SBC_43,3,15688,4,3922,5229,1,1197,1,1197,1197
DEHRADUN,ALT_SBC_43,1,6994,1,6994,6994,0,0,0,0,0
AURANGABAD,ALT_SBC_43,3,7093,3,2364,2364,0,0,0,0,0
MUMBAI,ALT_SBC_43,3,91286,5,18257,30429,1,6798,1,6798,6798
HUBLI-DHARWAD,ALT_SBC_43,1,6598,1,6598,6598,0,0,0,0,0
MUGHALSARAI,ALT_SBC_43,2,10791,2,5396,5396,0,0,0,0,0
GORAKHPUR,ALT_SBC_43,2,36278,3,12093,18139,1,1498,1,1498,1498
DEOGHAR,ALT_SBC_43,2,17890,2,8945,8945,0,0,0,0,0
HARIDWAR,ALT_SBC_43,1,2799,1,2799,2799,0,0,0,0,0
BUDAUN,ALT_SBC_43,2,13774,2,6887,6887,0,0,0,0,0
GODAVARI,ALT_SBC_43,1,2599,1,2599,2599,0,0,0,0,0
NASHIK,ALT_SBC_43,5,38836,7,5548,7767,4,16909,4,4227,4227
NOIDA,ALT_SBC_43,1,2399,1,2399,2399,0,0,0,0,0
PATNA,ALT_SBC_43,3,19280,5,3856,6427,0,0,0,0,0
PUNJAGUTTA,ALT_SBC_43,2,18890,2,9445,9445,0,0,0,0,0
BRAHMAPUR,ALT_SBC_43,3,23241,3,7747,7747,0,0,0,0,0
PUNE,ALT_SBC_43,2,6098,2,3049,3049,0,0,0,0,0
SAHARANPUR,ALT_SBC_43,1,6594,1,6594,6594,0,0,0,0,0
DELHI,ALT_SBC_43,1,7298,1,7298,7298,0,0,0,0,0
SURAT,ALT_SBC_43,1,3299,1,3299,3299,0,0,0,0,0
AJMER,ALT_SBC_43,1,6355,2,3178,6355,1,4048,1,4048,4048
BARABANKI,ALT_SBC_43,1,1679,1,1679,1679,0,0,0,0,0
PUNE,ALT_SBC_43,4,31641,5,6328,7910,0,0,0,0,0
DELHI,ALT_SBC_43,3,27678,4,6920,9226,1,6493,1,6493,6493
JAIPUR,ALT_SBC_43,1,11492,2,5746,11492,0,0,0,0,0
RAI BAREILLY,ALT_SBC_43,1,2399,1,2399,2399,0,0,0,0,0
SATARA,ALT_SBC_43,1,3194,1,3194,3194,0,0,0,0,0
RAIPUR,ALT_SBC_43,4,22824,4,5706,5706,0,0,0,0,0
THANE,ALT_SBC_43,5,53793,6,8966,10759,1,1797,1,1797,1797
PRAYAGRAJ,ALT_SBC_43,2,6998,3,2333,3499,0,0,0,0,0
ROHTAK,ALT_SBC_43,1,6294,1,6294,6294,0,0,0,0,0
SINGRAULI,ALT_SBC_43,2,22487,2,11244,11244,0,0,0,0,0
BELGAUM,ALT_SBC_43,1,4206,1,4206,4206,0,0,0,0,0
RAMGARH CANTONMENT,ALT_SBC_43,1,3299,1,3299,3299,0,0,0,0,0
BARAMATI,ALT_SBC_43,1,-2799,1,-2799,-2799,0,0,0,0,0
KHAGARIA,ALT_SBC_43,2,5794,2,2897,2897,0,0,0,0,0
BILASPUR,ALT_SBC_43,2,3998,2,1999,1999,0,0,0,0,0
NELLORE,ALT_SBC_43,2,27884,4,6971,13942,0,0,0,0,0
REWA,ALT_SBC_43,2,10430,3,3477,5215,0,0,0,0,0
JOWAI,ALT_SBC_43,1,2306,1,2306,2306,0,0,0,0,0
HYDERABAD,ALT_SBC_43,3,31174,3,10391,10391,0,0,0,0,0
LUCKNOW,ALT_SBC_43,2,5398,2,2699,2699,0,0,0,0,0
SHIMLA,ALT_SBC_43,1,4292,1,4292,4292,1,4292,1,4292,4292
GUNTUR,ALT_SBC_43,1,6798,1,6798,6798,0,0,0,0,0
KASHIPUR,ALT_SBC_43,1,6594,1,6594,6594,0,0,0,0,0
BENGALURU,ALT_SBC_43,1,6299,1,6299,6299,0,0,0,0,0
PUNE,ALT_SBC_43,2,6994,2,3497,3497,0,0,0,0,0
BIKANER,ALT_SBC_43,1,3098,1,3098,3098,0,0,0,0,0
HYDERABAD,ALT_SBC_43,2,24969,2,12484,12484,0,0,0,0,0
VARANASI,ALT_SBC_43,2,8089,2,4044,4044,0,0,0,0,0
MURWARA KATNI,ALT_SBC_43,1,2199,1,2199,2199,0,0,0,0,0
GWALIOR,ALT_SBC_43,3,13896,4,3474,4632,1,2599,1,2599,2599
RAYAGADA,ALT_SBC_43,1,1999,1,1999,1999,0,0,0,0,0
UDHAMPUR,ALT_SBC_43,1,2599,1,2599,2599,0,0,0,0,0
MOGA,ALT_SBC_43,1,18996,2,9498,18996,0,0,0,0,0
CHENNAI,ALT_SBC_43,1,14396,1,14396,14396,0,0,0,0,0
CHANDRAPUR,ALT_SBC_43,1,1799,1,1799,1799,0,0,0,0,0
COIMBATORE,ALT_SBC_43,2,9448,2,4724,4724,0,0,0,0,0
NAWADA,ALT_SBC_43,2,6595,4,1649,3298,0,0,0,0,0
PANIPAT,ALT_SBC_43,3,12892,3,4297,4297,0,0,0,0,0
MORADABAD,ALT_SBC_43,1,2698,1,2698,2698,1,2698,1,2698,2698
ITANAGAR,ALT_SBC_43,1,4694,1,4694,4694,0,0,0,0,0
CHHAPRA,ALT_SBC_43,2,10796,2,5398,5398,0,0,0,0,0
BEGUSARAI,ALT_SBC_43,1,2199,1,2199,2199,0,0,0,0,0
GIRIDIH,ALT_SBC_43,1,2399,1,2399,2399,0,0,0,0,0
AURANGABAD,ALT_SBC_43,2,20784,6,3464,10392,1,2600,1,2600,2600
DELHI,ALT_SBC_43,1,5698,1,5698,5698,1,5698,1,5698,5698
VISAKHAPATNAM,ALT_SBC_43,1,11142,1,11142,11142,0,0,0,0,0
Gurugram,ALT_SBC_43,7,160685,14,11478,22955,0,0,0,0,0
KOCHI,ALT_SBC_43,2,9842,2,4921,4921,0,0,0,0,0
ROHTAK,ALT_SBC_43,1,3996,1,3996,3996,0,0,0,0,0
AMBIKAPUR,ALT_SBC_43,1,3598,1,3598,3598,0,0,0,0,0
NAUGARH,ALT_SBC_43,1,4798,2,2399,4798,0,0,0,0,0
RUDRAPUR,ALT_SBC_43,1,13887,2,6944,13887,0,0,0,0,0
HALDWANI,ALT_SBC_43,1,1998,1,1998,1998,0,0,0,0,0
VADODARA,ALT_SBC_43,1,1595,1,1595,1595,0,0,0,0,0
HYDERABAD,ALT_SBC_43,1,2294,1,2294,2294,1,2294,1,2294,2294
MUZAFFARNAGAR,ALT_SBC_43,1,3999,1,3999,3999,0,0,0,0,0
HYDERABAD,ALT_SBC_43,3,32571,4,8143,10857,0,0,0,0,0
GUWAHATI,ALT_SBC_43,1,3499,1,3499,3499,0,0,0,0,0
LUCKNOW,ALT_SBC_43,1,5999,1,5999,5999,0,0,0,0,0
HYDERABAD,ALT_SBC_43,1,7608,1,7608,7608,0,0,0,0,0
KOLKATA,ALT_SBC_43,1,4398,1,4398,4398,0,0,0,0,0
NAGPUR,ALT_SBC_43,1,9392,1,9392,9392,1,9392,1,9392,9392
FARRUKHABAD-CUM-FATEHGARH,ALT_SBC_43,2,10996,2,5498,5498,0,0,0,0,0
CHANDIGARH,ALT_SBC_43,1,10592,1,10592,10592,0,0,0,0,0
NAHARLAGUN,ALT_SBC_43,2,14894,4,3724,7447,0,0,0,0,0
DELHI,ALT_SBC_43,1,7497,1,7497,7497,0,0,0,0,0
JODHPUR,ALT_SBC_43,1,2796,1,2796,2796,0,0,0,0,0
KOLKATA,ALT_SBC_43,1,2999,1,2999,2999,0,0,0,0,0
AMBALA,ALT_SBC_43,1,5798,1,5798,5798,0,0,0,0,0
AJMER,ALT_SBC_43,1,8893,2,4446,8893,0,0,0,0,0
AURANGABAD,ALT_SBC_43,1,9789,1,9789,9789,0,0,0,0,0
LUDHIANA,ALT_SBC_43,1,3298,1,3298,3298,0,0,0,0,0
DHANBAD,ALT_SBC_43,2,11491,2,5746,5746,0,0,0,0,0
SILIGURI,ALT_SBC_43,1,9198,1,9198,9198,0,0,0,0,0
SOLAN,ALT_SBC_43,1,9293,1,9293,9293,0,0,0,0,0
VARANASI,ALT_SBC_43,1,10998,1,10998,10998,0,0,0,0,0
MAUNATH BHANJAN,ALT_SBC_43,1,5990,1,5990,5990,0,0,0,0,0
PUDUCHERRY,ALT_SBC_43,2,11492,3,3831,5746,0,0,0,0,0
DALTONGANJ,ALT_SBC_43,1,5998,1,5998,5998,0,0,0,0,0
RAJAHMUNDRY,ALT_SBC_43,1,6094,1,6094,6094,0,0,0,0,0
FARIDABAD,ALT_SBC_43,1,11390,2,5695,11390,0,0,0,0,0
MUMBAI,ALT_SBC_43,1,9342,1,9342,9342,0,0,0,0,0
SANGLI MIRAJ KUPWAD,ALT_SBC_43,1,3499,1,3499,3499,0,0,0,0,0
THIRUVANANTHAPURAM,ALT_SBC_43,1,3344,1,3344,3344,0,0,0,0,0
DURGAPUR,ALT_MW_55,1,11095,1,11095,11095,0,0,0,0,0
Gurugram,ALT_MW_55,1,22955,2,11478,22955,0,0,0,0,0
BHUBANESWAR,ALT_MW_55,1,6294,1,6294,6294,1,6294,1,6294,6294
AHMEDABAD,ALT_MW_13,1,5598,1,5598,5598,1,5598,1,5598,5598
DHANBAD,ALT_MW_13,1,82660,5,16532,82660,0,0,0,0,0
Gurgaon,ALT_MW_13,1,1336,1,1336,1336,0,0,0,0,0
MUZAFFARPUR,ALT_MW_54,1,7298,1,7298,7298,0,0,0,0,0
Gurgaon,ALT_MW_54,6,13729,7,1961,2288,0,0,0,0,0
HYDERABAD,ALT_MW_54,1,2399,1,2399,2399,0,0,0,0,0
JALANDHAR,ALT_MW_54,1,1521,1,1521,1521,0,0,0,0,0
DEOGHAR,ALT_MW_54,1,4044,1,4044,4044,0,0,0,0,0
Gurugram,ALT_MW_54,1,22955,2,11478,22955,0,0,0,0,0
ALIGARH,ALT_MW_54,1,3496,1,3496,3496,0,0,0,0,0
NAGPUR,ALT_MW_54,1,2999,1,2999,2999,0,0,0,0,0
GUWAHATI,ALT_MW_54,1,725,2,362,725,0,0,0,0,0
KULLU,ALT_MW_24,1,2694,1,2694,2694,0,0,0,0,0
PRAYAGRAJ,ALT_MW_24,2,10970,2,5485,5485,0,0,0,0,0
ALWAR,ALT_MW_24,1,6298,1,6298,6298,0,0,0,0,0
PATNA,ALT_MW_24,1,3299,1,3299,3299,0,0,0,0,0
MUMBAI,ALT_MW_24,2,9796,2,4898,4898,0,0,0,0,0
LUCKNOW,ALT_MW_24,1,700,2,350,700,0,0,0,0,0
Gurgaon,ALT_MW_24,3,12628,3,4209,4209,0,0,0,0,0
PUNE,ALT_MW_24,1,6296,1,6296,6296,0,0,0,0,0
KOLKATA,ALT_MW_24,1,23696,1,23696,23696,0,0,0,0,0
KOTA,ALT_MW_24,1,5168,2,2584,5168,0,0,0,0,0
GUWAHATI,ALT_MW_24,1,9589,2,4794,9589,0,0,0,0,0
RANCHI,ALT_MW_24,1,3897,1,3897,3897,0,0,0,0,0
CHANDIGARH,ALT_MW_24,1,3548,1,3548,3548,0,0,0,0,0
DEOGHAR,ALT_MW_24,1,3499,1,3499,3499,0,0,0,0,0
SHILLONG,ALT_MW_24,1,9294,1,9294,9294,0,0,0,0,0
HYDERABAD,ALT_MW_24,1,5598,3,1866,5598,0,0,0,0,0
GHAZIABAD,ALT_MW_24,1,2799,1,2799,2799,0,0,0,0,0
HYDERABAD,ALT_MW_24,1,15494,1,15494,15494,0,0,0,0,0
BHUBANESWAR,ALT_MW_24,1,7798,1,7798,7798,0,0,0,0,0
PUNE,ALT_MW_24,1,11515,1,11515,11515,0,0,0,0,0
RAMPUR,ALT_MW_24,1,2595,1,2595,2595,0,0,0,0,0
JHANSI,ALT_MW_24,2,5994,2,2997,2997,0,0,0,0,0
KANPUR,ALT_MW_24,1,2198,2,1099,2198,1,1199,1,1199,1199
NARNAUL,ALT_MW_24,1,3999,1,3999,3999,0,0,0,0,0
SHIMLA,ALT_MW_24,1,2799,1,2799,2799,1,2799,1,2799,2799
HYDERABAD,ALT_MW_24,1,8097,1,8097,8097,0,0,0,0,0
CHENNAI,ALT_MW_24,2,33703,2,16852,16852,0,0,0,0,0
PANCHKULA,ALT_MW_24,1,0,2,0,0,0,0,0,0,0
GAYA,ALT_MW_24,1,1499,1,1499,1499,1,1499,1,1499,1499
GURUGRAM,ALT_MW_24,1,1799,1,1799,1799,0,0,0,0,0
AHMEDABAD,ALT_MW_24,1,8173,3,2724,8173,0,0,0,0,0
INDORE,ALT_MW_24,1,31672,2,15836,31672,0,0,0,0,0
THANE,ALT_MW_24,1,2999,1,2999,2999,1,2999,1,2999,2999
HYDERABAD,ALT_MW_24,1,7894,1,7894,7894,0,0,0,0,0
GOA,ALT_MW_24,1,9496,2,4748,9496,0,0,0,0,0
GURUGRAM,ALT_MW_24,1,1995,1,1995,1995,0,0,0,0,0
NANDED WAGHALA,ALT_MW_24,1,2199,1,2199,2199,1,2199,1,2199,2199
SURAT,ALT_MW_24,1,27882,1,27882,27882,0,0,0,0,0
AHMEDABAD,ALT_MW_24,1,4188,1,4188,4188,0,0,0,0,0
DURGAPUR,ALT_MW_24,1,4994,1,4994,4994,0,0,0,0,0
HYDERABAD,ALT_MW_24,1,5801,2,2900,5801,0,0,0,0,0
NAGPUR,ALT_MW_24,1,2799,1,2799,2799,0,0,0,0,0
DELHI,ALT_MW_24,1,2999,1,2999,2999,0,0,0,0,0
GORAKHPUR,ALT_MW_24,1,7488,1,7488,7488,0,0,0,0,0
KHAMMAM,ALT_MW_24,1,15787,2,7894,15787,0,0,0,0,0
PATNA,ALT_MW_24,1,7793,1,7793,7793,0,0,0,0,0
KURNOOL,ALT_MW_24,1,6494,2,3247,6494,0,0,0,0,0
PUNE,ALT_MW_24,1,5594,1,5594,5594,0,0,0,0,0
BATHINDA,ALT_MW_24,1,3499,1,3499,3499,0,0,0,0,0
SONIPAT,ALT_FEEDE_2,1,4500,2,2250,4500,0,0,0,0,0
HYDERABAD,ALT_FEEDE_2,1,6498,1,6498,6498,1,6498,1,6498,6498
LUDHIANA,ALT_FEEDE_2,1,2799,1,2799,2799,0,0,0,0,0
BETTIAH,ALT_FEEDE_2,1,3499,1,3499,3499,0,0,0,0,0
PUNE,ALT_FEEDE_2,1,-7097,1,-7097,-7097,0,0,0,0,0
KOLKATA,ALT_FEEDE_2,1,3598,1,3598,3598,0,0,0,0,0
Diphu,ALT_FEEDE_2,1,13269,1,13269,13269,0,0,0,0,0
GUWAHATI,ALT_FEEDE_2,1,2398,1,2398,2398,1,2398,1,2398,2398
MURWARA KATNI,ALT_FEEDE_2,1,1174,2,587,1174,0,0,0,0,0
MUMBAI,ALT_FEEDE_2,1,1799,1,1799,1799,0,0,0,0,0
DEORIA,ALT_FEEDE_2,1,1894,1,1894,1894,1,1894,1,1894,1894
BHUBANESWAR,ALT_FEEDE_2,1,4994,1,4994,4994,1,4994,1,4994,4994
RAIPUR,ALT_FEEDE_2,1,899,1,899,899,0,0,0,0,0
SURAT,ALT_FEEDE_2,1,5798,2,2899,5798,0,0,0,0,0
BIJNOR,ALT_FEEDE_2,1,6994,1,6994,6994,0,0,0,0,0
PATNA,ALT_FEEDE_2,1,0,2,0,0,0,0,0,0,0
NAGPUR,ALT_FEEDE_2,1,897,2,448,897,0,0,0,0,0
AMBALA,ALT_FEEDE_2,1,-200,2,-100,-200,0,0,0,0,0
Gurugram,ALT_FEEDE_2,1,22955,2,11478,22955,0,0,0,0,0
GURUGRAM,ALT_FEEDE_2,1,0,2,0,0,0,0,0,0,0
RAJKOT,ALT_FEEDE_2,1,3144,1,3144,3144,1,3144,1,3144,3144
LUCKNOW,ALT_FEEDE_2,1,4995,1,4995,4995,0,0,0,0,0
REWA,ALT_FEEDE_2,1,4697,2,2348,4697,1,4697,2,2348,4697
PUNE,ALT_FEEDE_2,1,0,2,0,0,0,0,0,0,0
DELHI,ALT_FEEDE_2,1,5198,1,5198,5198,0,0,0,0,0
HYDERABAD,ALT_SBC_48,1,4777,2,2388,4777,0,0,0,0,0
VISAKHAPATNAM,ALT_SBC_48,1,6897,1,6897,6897,0,0,0,0,0
MUMBAI,ALT_SBC_48,1,32998,1,32998,32998,0,0,0,0,0
DELHI,ALT_SBC_48,1,19497,1,19497,19497,1,19497,1,19497,19497
RAIPUR,ALT_SBC_48,1,18186,1,18186,18186,0,0,0,0,0
PATNA,ALT_SBC_48,1,14490,3,4830,14490,0,0,0,0,0
DELHI,ALT_SBC_48,1,2199,1,2199,2199,0,0,0,0,0
Gurugram,ALT_SBC_48,1,22955,2,11478,22955,0,0,0,0,0
LUCKNOW,ALT_SBC_48,1,12997,1,12997,12997,0,0,0,0,0
PUNE,ALT_SBC_52,8,87584,13,6737,10948,0,0,0,0,0
RAJAHMUNDRY,ALT_SBC_52,1,745,2,372,745,0,0,0,0,0
MUMBAI,ALT_SBC_52,2,39044,2,19522,19522,0,0,0,0,0
Gurgaon,ALT_SBC_52,276,891249,320,2785,3229,0,0,0,0,0
KOLKATA,ALT_SBC_52,7,26468,11,2406,3781,0,0,0,0,0
BARAMATI,ALT_SBC_52,2,15790,3,5263,7895,0,0,0,0,0
VARANASI,ALT_SBC_52,1,2399,3,800,2399,0,0,0,0,0
MUZAFFARPUR,ALT_SBC_52,3,15944,4,3986,5315,0,0,0,0,0
CUTTACK,ALT_SBC_52,3,37085,6,6181,12362,0,0,0,0,0
YAMUNANAGAR,ALT_SBC_52,3,2651,5,530,884,0,0,0,0,0
JABALPUR,ALT_SBC_52,3,13456,4,3364,4485,0,0,0,0,0
MUMBAI,ALT_SBC_52,5,31840,8,3980,6368,0,0,0,0,0
LUCKNOW,ALT_SBC_52,7,30886,10,3089,4412,0,0,0,0,0
DELHI,ALT_SBC_52,2,2698,3,899,1349,0,0,0,0,0
AJMER,ALT_SBC_52,2,9483,2,4742,4742,0,0,0,0,0
GODDA,ALT_SBC_52,3,9706,4,2426,3235,0,0,0,0,0
KANGRA,ALT_SBC_52,3,3077,5,615,1026,0,0,0,0,0
MUMBAI,ALT_SBC_52,4,12587,6,2098,3147,0,0,0,0,0
JAIPUR,ALT_SBC_52,1,500,2,250,500,0,0,0,0,0
BENGALURU,ALT_SBC_52,3,11584,4,2896,3861,0,0,0,0,0
BHUBANESWAR,ALT_SBC_52,1,10592,2,5296,10592,0,0,0,0,0
LUCKNOW,ALT_SBC_52,2,8892,2,4446,4446,0,0,0,0,0
REWA,ALT_SBC_52,2,204,4,51,102,0,0,0,0,0
BHILAI NAGAR,ALT_SBC_52,4,24181,5,4836,6045,0,0,0,0,0
DELHI,ALT_SBC_52,4,16234,6,2706,4058,0,0,0,0,0
